run_id,config,topology,load_tps,repeat,trace_id,provenance,n_submitted,n_success,n_timeout,window_s,p50_ms,p95_ms,p99_ms,all_p50_ms,all_p95_ms,all_p99_ms,convergence_p99_ms,goodput_tps,availability_pct,consistency_pct,p99_drift_pct,observed_block_interval_ms,tx_per_block_mean,queue_slope_tx_per_s,queue_slope_ci_low,queue_slope_ci_high,queue_depth_p95,cpu_p95_pct,cpu_max_pct,cpu_saturated_s,disk_p99_ms,mem_p95_mib
RUN-0121,C3,T1_vpn,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,400.068062,100.000000,100.000000,0.000000,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.757630,50.662839,0.000000,5.898890,1850.000000
RUN-0132,C3,T1_vpn,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,400.012195,100.000000,100.000000,0.000000,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.683758,49.750709,0.000000,5.947138,1850.000000
RUN-0130,C3,T1_vpn,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,329.800000,554.800000,579.800000,329.800000,554.800000,579.800000,25.000000,400.022084,100.000000,100.000000,0.000000,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.259736,49.601200,0.000000,14.920784,1850.000000
RUN-0195,C3,T2_three_region_emulated,25,1,L25-R01,SIMULATED,500,500,0,19.961527,453.000000,703.000000,828.000000,503.000000,753.000000,828.000000,175.000000,25.048183,100.000000,100.000000,9.640103,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,19.186417,19.225867,0.000000,3.967653,1850.000000
RUN-0190,C3,T2_three_region_emulated,25,2,L25-R02,SIMULATED,500,500,0,19.989688,453.000000,678.000000,753.000000,503.000000,728.000000,803.000000,125.000000,25.012896,100.000000,100.000000,-3.320053,500.000000,12.254902,0.000000,0.000000,0.000000,0.000000,19.106259,19.423261,0.000000,5.140068,1850.000000
RUN-0191,C3,T2_three_region_emulated,25,3,L25-R03,SIMULATED,500,500,0,19.970211,453.000000,678.000000,728.000000,503.000000,728.000000,753.000000,100.000000,25.037292,100.000000,100.000000,0.000000,500.000000,12.500000,0.000000,0.000000,0.000000,0.000000,18.635558,19.339595,0.000000,7.962507,1850.000000
RUN-0214,C3,T2_three_region_emulated,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,453.000000,703.000000,903.000000,503.000000,778.000000,978.000000,225.000000,50.006273,100.000000,100.000000,-10.493179,500.000000,24.509804,0.000000,0.000000,0.000000,0.000000,21.260941,21.664500,0.000000,4.930487,1850.000000
RUN-0215,C3,T2_three_region_emulated,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,453.000000,703.000000,778.000000,478.000000,753.000000,828.000000,100.000000,50.031428,100.000000,100.000000,-6.226650,500.000000,24.509804,0.000000,0.000000,0.000000,0.000000,20.994908,21.541049,0.000000,4.198983,1850.000000
RUN-0221,C3,T2_three_region_emulated,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,478.000000,728.000000,803.000000,528.000000,803.000000,903.000000,150.000000,50.028679,100.000000,100.000000,-6.038647,500.000000,24.509804,0.000000,0.000000,0.000000,0.000000,20.869648,20.878435,0.000000,6.656291,1850.000000
RUN-0164,C3,T2_three_region_emulated,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,453.000000,703.000000,753.000000,503.000000,753.000000,803.000000,150.000000,100.008983,100.000000,100.000000,6.868132,500.000000,49.019608,0.000000,0.000000,0.000000,0.000000,23.748350,23.897016,0.000000,5.128411,1850.000000
RUN-0159,C3,T2_three_region_emulated,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,453.000000,678.000000,778.000000,478.000000,728.000000,803.000000,100.000000,100.069965,100.000000,100.000000,3.320053,500.000000,49.019608,0.000000,0.000000,0.000000,0.000000,24.961007,25.749593,0.000000,7.638868,1850.000000
RUN-0156,C3,T2_three_region_emulated,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,453.000000,703.000000,803.000000,503.000000,753.000000,853.000000,150.000000,100.048173,100.000000,100.000000,-12.077295,500.000000,49.019608,0.000000,0.000000,0.000000,0.000000,26.175012,26.202042,0.000000,6.639165,1850.000000
RUN-0178,C3,T2_three_region_emulated,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,478.000000,703.000000,778.000000,503.000000,753.000000,828.000000,150.000000,200.086600,100.000000,100.000000,3.213368,500.000000,98.039216,0.000000,0.000000,0.000000,0.000000,32.739395,32.814706,0.000000,7.713081,1850.000000
RUN-0170,C3,T2_three_region_emulated,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,453.000000,703.000000,803.000000,503.000000,778.000000,878.000000,125.000000,200.008145,100.000000,100.000000,-11.723329,500.000000,98.039216,0.000000,0.000000,0.000000,0.000000,33.242695,33.800527,0.000000,10.212271,1850.000000
RUN-0171,C3,T2_three_region_emulated,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,453.000000,703.000000,853.000000,503.000000,753.000000,903.000000,150.000000,200.047271,100.000000,100.000000,-2.930832,500.000000,98.039216,0.000000,0.000000,0.000000,0.000000,33.133881,33.213653,0.000000,5.702487,1850.000000
RUN-0200,C3,T2_three_region_emulated,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,453.000000,678.000000,753.000000,503.000000,753.000000,828.000000,150.000000,400.068062,100.000000,100.000000,-3.320053,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.871880,50.083958,0.000000,4.948660,1850.000000
RUN-0206,C3,T2_three_region_emulated,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,478.000000,728.000000,803.000000,503.000000,778.000000,853.000000,175.000000,400.012195,100.000000,100.000000,3.213368,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,49.350486,50.640417,0.000000,5.808808,1850.000000
RUN-0210,C3,T2_three_region_emulated,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,453.000000,703.000000,778.000000,503.000000,753.000000,828.000000,200.000000,400.022084,100.000000,100.000000,-9.057971,500.000000,196.078431,0.000000,0.000000,0.000000,0.000000,50.595985,50.740018,0.000000,4.365201,1850.000000
RUN-0041,C4,T0_local,25,1,L25-R01,SIMULATED,500,500,0,19.961527,151.400000,276.400000,276.400000,176.400000,276.400000,276.400000,25.000000,25.048183,100.000000,100.000000,0.000000,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.581727,27.829542,0.000000,11.978542,1850.000000
RUN-0044,C4,T0_local,25,2,L25-R02,SIMULATED,500,500,0,19.989688,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,25.012896,100.000000,100.000000,0.000000,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.512698,28.785767,0.000000,5.503591,1850.000000
RUN-0045,C4,T0_local,25,3,L25-R03,SIMULATED,500,500,0,19.970211,176.400000,276.400000,301.400000,176.400000,276.400000,301.400000,25.000000,25.037292,100.000000,100.000000,-8.294625,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.299311,27.476422,0.000000,8.452809,1850.000000
RUN-0073,C4,T0_local,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,176.400000,276.400000,276.400000,176.400000,276.400000,276.400000,25.000000,50.006273,100.000000,100.000000,0.000000,250.000000,12.500000,0.000000,0.000000,0.000000,0.000000,29.332316,29.644652,0.000000,6.811594,1850.000000
RUN-0071,C4,T0_local,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,50.031428,100.000000,100.000000,0.000000,250.000000,12.500000,0.000000,0.000000,0.000000,0.000000,29.414726,29.911102,0.000000,6.313352,1850.000000
RUN-0062,C4,T0_local,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,50.028679,100.000000,100.000000,0.000000,250.000000,12.500000,0.000000,0.000000,0.000000,0.000000,29.634497,29.832225,0.000000,5.677328,1850.000000
RUN-0008,C4,T0_local,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,100.008983,100.000000,100.000000,0.000000,250.000000,25.000000,0.000000,0.000000,0.000000,0.000000,34.526139,35.806916,0.000000,7.202158,1850.000000
RUN-0010,C4,T0_local,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,100.069965,100.000000,100.000000,0.000000,250.000000,25.000000,0.000000,0.000000,0.000000,0.000000,34.008485,34.679041,0.000000,6.817514,1850.000000
RUN-0014,C4,T0_local,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,100.048173,100.000000,100.000000,0.000000,250.000000,25.000000,0.000000,0.000000,0.000000,0.000000,34.313776,34.699948,0.000000,7.139590,1850.000000
RUN-0018,C4,T0_local,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,200.086600,100.000000,100.000000,0.000000,250.000000,50.000000,0.000000,0.000000,0.000000,0.000000,42.265251,42.276168,0.000000,7.426578,1850.000000
RUN-0030,C4,T0_local,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,200.008145,100.000000,100.000000,0.000000,250.000000,50.000000,0.000000,0.000000,0.000000,0.000000,42.791337,42.917081,0.000000,6.376073,1850.000000
RUN-0023,C4,T0_local,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,200.047271,100.000000,100.000000,0.000000,250.000000,50.000000,0.000000,0.000000,0.000000,0.000000,41.516427,42.137911,0.000000,11.768395,1850.000000
RUN-0059,C4,T0_local,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,151.400000,276.400000,276.400000,176.400000,276.400000,276.400000,25.000000,400.068062,100.000000,100.000000,0.000000,250.000000,100.000000,0.000000,0.000000,0.000000,0.000000,59.194710,59.975898,0.000000,6.364625,1850.000000
RUN-0057,C4,T0_local,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,151.400000,276.400000,276.400000,176.400000,276.400000,276.400000,25.000000,400.012195,100.000000,100.000000,0.000000,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,58.288731,58.325627,0.000000,9.158803,1850.000000
RUN-0053,C4,T0_local,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,151.400000,276.400000,276.400000,151.400000,276.400000,276.400000,25.000000,400.022084,100.000000,100.000000,0.000000,250.000000,100.000000,0.000000,0.000000,0.000000,0.000000,58.761519,59.698968,0.000000,7.653509,1850.000000
RUN-0112,C4,T1_vpn,25,1,L25-R01,SIMULATED,500,500,0,19.961527,204.800000,329.800000,329.800000,204.800000,329.800000,354.800000,25.000000,25.048183,100.000000,100.000000,0.000000,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.977039,28.064681,0.000000,7.099195,1850.000000
RUN-0107,C4,T1_vpn,25,2,L25-R02,SIMULATED,500,500,0,19.989688,204.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,25.012896,100.000000,100.000000,0.000000,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.946960,28.430471,0.000000,9.512944,1850.000000
RUN-0118,C4,T1_vpn,25,3,L25-R03,SIMULATED,500,500,0,19.970211,204.800000,329.800000,504.800000,204.800000,329.800000,529.800000,25.000000,25.037292,100.000000,100.000000,-40.555155,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,27.564553,28.241316,0.000000,8.806870,1850.000000
RUN-0142,C4,T1_vpn,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,204.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,50.006273,100.000000,100.000000,0.000000,250.000000,12.376238,0.000000,0.000000,0.000000,0.000000,30.199100,30.611443,0.000000,7.335422,1850.000000
RUN-0148,C4,T1_vpn,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,204.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,50.031428,100.000000,100.000000,0.000000,250.000000,12.500000,0.000000,0.000000,0.000000,0.000000,29.551950,29.834766,0.000000,6.876886,1850.000000
RUN-0144,C4,T1_vpn,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,179.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,50.028679,100.000000,100.000000,0.000000,250.000000,12.500000,0.000000,0.000000,0.000000,0.000000,29.530153,29.911298,0.000000,7.277613,1850.000000
RUN-0088,C4,T1_vpn,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,204.800000,304.800000,329.800000,204.800000,329.800000,354.800000,25.000000,100.008983,100.000000,100.000000,0.000000,250.000000,24.752475,0.000000,0.000000,0.000000,0.000000,34.268392,34.931037,0.000000,5.776336,1850.000000
RUN-0079,C4,T1_vpn,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,204.800000,304.800000,329.800000,204.800000,329.800000,354.800000,25.000000,100.069965,100.000000,100.000000,0.000000,250.000000,25.000000,0.000000,0.000000,0.000000,0.000000,33.485904,33.952984,0.000000,8.524305,1850.000000
RUN-0083,C4,T1_vpn,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,204.800000,304.800000,329.800000,204.800000,329.800000,354.800000,25.000000,100.048173,100.000000,100.000000,0.000000,250.000000,25.000000,0.000000,0.000000,0.000000,0.000000,33.582503,34.216768,0.000000,5.762023,1850.000000
RUN-0105,C4,T1_vpn,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,204.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,200.086600,100.000000,100.000000,0.000000,250.000000,50.000000,0.000000,0.000000,0.000000,0.000000,42.354322,42.734746,0.000000,5.384063,1850.000000
RUN-0094,C4,T1_vpn,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,204.800000,304.800000,329.800000,204.800000,329.800000,329.800000,25.000000,200.008145,100.000000,100.000000,7.580352,250.000000,49.504950,0.000000,0.000000,0.000000,0.000000,41.792043,41.876480,0.000000,6.052404,1850.000000
RUN-0101,C4,T1_vpn,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,204.800000,304.800000,329.800000,204.800000,329.800000,354.800000,50.000000,200.047271,100.000000,100.000000,0.000000,250.000000,49.504950,0.000000,0.000000,0.000000,0.000000,41.777311,43.034360,0.000000,9.427997,1850.000000
RUN-0128,C4,T1_vpn,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,204.800000,304.800000,354.800000,204.800000,329.800000,379.800000,25.000000,400.068062,100.000000,100.000000,-18.527668,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,58.490560,59.563837,0.000000,5.622639,1850.000000
RUN-0131,C4,T1_vpn,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,204.800000,304.800000,329.800000,204.800000,329.800000,354.800000,25.000000,400.012195,100.000000,100.000000,0.000000,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,59.042880,59.201315,0.000000,6.195544,1850.000000
RUN-0123,C4,T1_vpn,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,204.800000,304.800000,354.800000,204.800000,329.800000,354.800000,25.000000,400.022084,100.000000,100.000000,-13.164824,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,59.072443,59.566476,0.000000,5.165606,1850.000000
RUN-0188,C4,T2_three_region_emulated,25,1,L25-R01,SIMULATED,500,500,0,19.961527,303.000000,478.000000,528.000000,353.000000,528.000000,578.000000,125.000000,25.048183,100.000000,100.000000,-9.469697,250.000000,6.188119,0.000000,0.000000,0.000000,0.000000,27.479865,28.392724,0.000000,6.652265,1850.000000
RUN-0194,C4,T2_three_region_emulated,25,2,L25-R02,SIMULATED,500,500,0,19.989688,328.000000,478.000000,528.000000,378.000000,553.000000,603.000000,175.000000,25.012896,100.000000,100.000000,0.000000,250.000000,6.188119,0.000000,0.000000,0.000000,0.000000,27.121945,27.471607,0.000000,8.579132,1850.000000
RUN-0183,C4,T2_three_region_emulated,25,3,L25-R03,SIMULATED,500,500,0,19.970211,328.000000,503.000000,578.000000,378.000000,528.000000,628.000000,100.000000,25.037292,100.000000,100.000000,-12.975779,250.000000,6.250000,0.000000,0.000000,0.000000,0.000000,28.102008,28.431624,0.000000,3.966493,1850.000000
RUN-0224,C4,T2_three_region_emulated,50,1,L50-R01,SIMULATED,1000,1000,0,19.997491,328.000000,478.000000,703.000000,378.000000,528.000000,703.000000,125.000000,50.006273,100.000000,100.000000,37.878788,250.000000,12.376238,0.000000,0.000000,0.000000,0.000000,29.563275,29.908318,0.000000,8.413985,1850.000000
RUN-0216,C4,T2_three_region_emulated,50,2,L50-R02,SIMULATED,1000,1000,0,19.987437,328.000000,503.000000,578.000000,378.000000,553.000000,653.000000,250.000000,50.031428,100.000000,100.000000,-12.975779,250.000000,12.376238,0.000000,0.000000,0.000000,0.000000,29.494518,30.671511,0.000000,7.963447,1850.000000
RUN-0218,C4,T2_three_region_emulated,50,3,L50-R03,SIMULATED,1000,1000,0,19.988535,328.000000,478.000000,553.000000,378.000000,553.000000,628.000000,200.000000,50.028679,100.000000,100.000000,4.734848,250.000000,12.376238,0.000000,0.000000,0.000000,0.000000,29.809807,31.753781,0.000000,8.355727,1850.000000
RUN-0153,C4,T2_three_region_emulated,100,1,L100-R01,SIMULATED,2000,2000,0,19.998204,328.000000,503.000000,553.000000,378.000000,578.000000,653.000000,150.000000,100.008983,100.000000,100.000000,4.520796,250.000000,24.752475,0.000000,0.000000,0.000000,0.000000,33.280044,34.536188,0.000000,8.239969,1850.000000
RUN-0161,C4,T2_three_region_emulated,100,2,L100-R02,SIMULATED,2000,2000,0,19.986017,303.000000,453.000000,628.000000,353.000000,528.000000,678.000000,200.000000,100.069965,100.000000,100.000000,-24.893314,250.000000,24.752475,0.000000,0.000000,0.000000,0.000000,35.206457,35.869404,0.000000,5.500988,1850.000000
RUN-0158,C4,T2_three_region_emulated,100,3,L100-R03,SIMULATED,2000,2000,0,19.990370,328.000000,478.000000,578.000000,378.000000,553.000000,628.000000,200.000000,100.048173,100.000000,100.000000,9.041591,250.000000,24.752475,0.000000,0.000000,0.000000,0.000000,34.032315,34.174402,0.000000,9.477940,1850.000000
RUN-0173,C4,T2_three_region_emulated,200,1,L200-R01,SIMULATED,4000,4000,0,19.991344,328.000000,503.000000,603.000000,378.000000,553.000000,653.000000,200.000000,200.086600,100.000000,100.000000,18.083183,250.000000,49.504950,0.000000,0.000000,0.000000,0.000000,41.968174,44.205977,0.000000,5.678267,1850.000000
RUN-0179,C4,T2_three_region_emulated,200,2,L200-R02,SIMULATED,4000,4000,0,19.999186,328.000000,478.000000,653.000000,378.000000,528.000000,653.000000,175.000000,200.008145,100.000000,100.000000,-34.340659,250.000000,49.504950,0.000000,0.000000,0.000000,0.000000,43.673298,43.721911,0.000000,7.571853,1850.000000
RUN-0175,C4,T2_three_region_emulated,200,3,L200-R03,SIMULATED,4000,4000,0,19.995274,328.000000,478.000000,553.000000,378.000000,528.000000,628.000000,175.000000,200.047271,100.000000,100.000000,18.939394,250.000000,49.504950,0.000000,0.000000,0.000000,0.000000,42.129584,42.232718,0.000000,5.608964,1850.000000
RUN-0202,C4,T2_three_region_emulated,400,1,L400-R01,SIMULATED,8000,8000,0,19.996597,328.000000,503.000000,628.000000,378.000000,553.000000,703.000000,200.000000,400.068062,100.000000,100.000000,-18.436578,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,58.574567,60.089482,0.000000,11.353426,1850.000000
RUN-0208,C4,T2_three_region_emulated,400,2,L400-R02,SIMULATED,8000,8000,0,19.999390,328.000000,503.000000,878.000000,378.000000,603.000000,978.000000,250.000000,400.012195,100.000000,100.000000,-46.012270,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,58.473464,58.548316,0.000000,4.605387,1850.000000
RUN-0209,C4,T2_three_region_emulated,400,3,L400-R03,SIMULATED,8000,8000,0,19.998896,328.000000,478.000000,553.000000,378.000000,528.000000,628.000000,150.000000,400.022084,100.000000,100.000000,-12.437811,250.000000,99.009901,0.000000,0.000000,0.000000,0.000000,57.923329,58.648383,0.000000,9.736770,1850.000000
