member,seed_node,catastrophe,T_cat,terminal_cascade_size,peak_backlog,max_dalA,nan_flag,fault_magnitude,seed_index,backlog_pert,history_phase,history_amp,alpha,beta,prop_mult,backlog_mult,conflict_mult,reconf_mult,xi_mult,delay_mult
80,RDC4,False,,0.0,0.4724063017089234,0.09076222168515433,False,0.4997567673989755,0.34284218862133164,0.035795574004443234,0.9861773335798033,0.047850878874959146,0.8072492904421865,0.779382919981543,1.0487395955696366,0.9082621413316164,0.9075246205511305,1.0454585360452622,0.9913444051262548,0.8246029741202887
81,RDC9,False,,0.0,0.5267744683051123,0.11283445639762237,False,0.6335755659819275,0.8408785514650361,0.012732462262835165,0.5767571688581978,0.010179185068832065,0.7830841232485806,0.7989340350195253,0.9970635241116959,0.9463780944141698,1.0970076063454848,0.9287972288935036,1.0012850582977242,1.197488058304972
82,RDC3,False,,0.0,0.6107269361139515,0.14359577489280723,False,0.5543684897607317,0.28110852216509363,0.05575505294699282,0.5957193139399614,0.013077904755498387,0.8436497993831935,0.7885628449635944,1.0627869925140243,0.9452993010549198,1.0954436405629187,0.9569572646794927,1.044821159852201,0.9624180296367417
83,RDC6,False,,0.0,0.3852515618767204,0.033190384216422654,False,0.5583315740376202,0.5587646492935104,0.05802936686962579,0.6817641632967901,0.012520729178861063,0.7625826497080341,0.7837394975298428,0.9442000744890313,0.9014892863851459,0.9891417361562118,1.052757942278136,0.9747879392472085,0.8300573778986032
84,RDC7,False,,0.0,0.37726865956457245,0.022964177988496936,False,0.5768598010153358,0.6540017721597738,0.0846665546007988,0.23856900186736107,0.009276295315930527,0.7765342810793165,0.8447226749937684,0.9432218397832407,0.9332406739591408,0.9277803354726221,1.08219038472066,1.0452035983523609,0.9455781160670481
85,RDC4,False,,0.0,0.43551578825643156,0.06428620193996333,False,0.6220368723731573,0.3744481467510289,0.061633657719947166,0.09788194698313778,0.019859860092025505,0.8164221814259994,0.7597004541029375,0.9147215370656769,0.9622811747117124,0.9705216785313187,0.9062301402027937,0.9781172737800831,1.1529894416022703
86,RDC4,False,,0.0,0.6468785941823172,0.14936875115585505,False,0.5357301244819551,0.36781820678102783,0.09194531857983242,0.9261572867074339,0.0014413404274231409,0.803883214743778,0.7977022258159563,1.0953169902306694,1.0000467143568683,1.0497184685500427,0.990755693650427,0.9819693843840644,1.044624328900027
87,RDC3,False,,0.0,0.4714363182235404,0.0773275301560371,False,0.5849596194599924,0.216112293670897,0.009508301908330772,0.28208296389410037,0.02976062765950029,0.8137243742501539,0.7742030029519574,0.9855989569424639,1.0220691956432604,1.028703824859134,1.0019507339954734,0.9840414405050594,0.980547356104928
88,RDC1,False,,0.0,0.5344402765357725,0.10260411126613342,False,0.5605540759329968,0.02019182483756503,0.0005796878366203446,0.4202221665352093,0.04174218795332381,0.827593605654586,0.8116293024381762,1.0705138752258476,1.076460737083493,0.9083623567890684,1.0584582950582178,1.0118529254004662,1.0517926124823564
89,RDC8,False,,0.0,0.5728387867635523,0.12798728506187387,False,0.5317372713489473,0.7566934845866855,0.04261215663509361,0.7643063309910118,0.005363152214428639,0.8380242829532284,0.8106223763272329,1.0575677433033883,0.965200748909147,1.0891039930763196,0.9869020981032741,1.0058122677606003,1.1422123039917884
90,RDC4,False,,0.0,0.45558813155924294,0.07487581994054997,False,0.5017317971340496,0.3086842719722667,0.06319937532434967,0.04756580587922828,0.026335593135753527,0.7581097190882596,0.7735380369831254,1.024145954335343,0.9519725801078625,1.0608948115651695,1.0718510559463588,0.9894948372725625,0.8009722177098005
91,RDC8,False,,0.0,0.4386528608200153,0.04901405013157128,False,0.6266857438048369,0.7177900391948614,0.06015943451499746,0.8324849779797977,0.032214592558850376,0.8294110768195131,0.7548037590923614,0.9809679803659339,1.0982028174077851,1.0351347321751792,1.0878579713710925,1.0270592923807258,0.8568752940971419
92,RDC9,False,,0.0,0.4003004870001041,0.027291571797117088,False,0.4552366860590817,0.8358129061983821,0.07684763302249292,0.3311598658187806,0.0036727571242312035,0.8020702816386343,0.813530239773172,0.9100196609691343,1.0618477616791107,0.929534265716535,1.010383748067886,1.0104092103228965,1.0843171038740793
93,RDC5,False,,0.0,0.38450886425552394,0.01852277855976706,False,0.6525783686665789,0.4599769890745863,0.08353172407157251,0.5886181845719265,0.004921215424011693,0.8017855335357156,0.8417976700276051,0.9311566403884477,1.0248716089350578,0.9323468317862221,1.081943214507876,1.0409380965753143,1.1266222267638455
94,RDC2,False,,0.0,0.4538047834311094,0.06882569700967685,False,0.650274007505265,0.13901682327743903,0.0932312879473175,0.2674547763065615,0.042006135436836074,0.7823471742047988,0.8129323685964199,1.0001857615884076,1.0030968128538584,1.0163932753172844,1.0485552905547766,0.9887115471478553,1.0620249401741002
95,RDC3,False,,0.0,0.43254214993196893,0.06042648675566655,False,0.5388904215732168,0.20960257522289436,0.049662578707454316,0.8508246683537577,0.04113244506891687,0.7672353669803501,0.8015781078210684,0.92408549969005,0.9808672822729545,0.9027900935071407,0.9242110211861014,0.9937656111991523,0.8351128255128635
96,RDC6,False,,0.0,0.5988029238832195,0.13943973862221207,False,0.5509949784789906,0.544557773401213,0.0023663432860586784,0.8789859048982042,0.008359467133429272,0.7777423825000542,0.8195114512347094,1.07482273722238,0.9531375047336843,1.0422252938631327,0.9771770072921611,1.0194636373693653,1.1195128857742032
97,RDC9,False,,0.0,0.43656274517295535,0.06684168937424176,False,0.487298123162159,0.8704813134662533,0.05410747585846584,0.8498747625591762,0.017508372300830546,0.8124424503868519,0.7851831531560092,0.9495366072622038,0.9298689912641616,1.076221219876433,0.9710220667939538,0.9557378029652291,0.8909521322652578
98,RDC3,False,,0.0,0.48181308758228025,0.07947670859380153,False,0.5931601299684178,0.27779211015690153,0.015752278357043806,0.16395035389074747,0.023038318694619125,0.7983544402976064,0.8324648989683072,1.0056779755515481,1.0499874019767412,1.0222901576507295,1.0302843315784553,0.980127647838311,1.0073000628887216
99,RDC5,False,,0.0,0.47186516404943657,0.08486614278618901,False,0.47294224226003173,0.47522330608276375,0.06854752475022614,0.10487718070673607,0.011141484916511363,0.8461361872402464,0.7785071855910565,1.042448310640137,0.939988768979771,1.0715755122067794,1.0755067008770667,1.0416103970153219,0.9685539732416824
