run_id,replicate_id,alert_id,step,timestamp_utc,site_id,detector,score,threshold,rule_hits,explanation,correlated_with,recommended_action,approval_required,shadow_mode
compound-challenge,0,alert-site_b-368,368,2026-09-03T09:06:08Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-369,369,2026-09-03T09:06:09Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-370,370,2026-09-03T09:06:10Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-371,371,2026-09-03T09:06:11Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-372,372,2026-09-03T09:06:12Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-373,373,2026-09-03T09:06:13Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-374,374,2026-09-03T09:06:14Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-375,375,2026-09-03T09:06:15Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-376,376,2026-09-03T09:06:16Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-377,377,2026-09-03T09:06:17Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-378,378,2026-09-03T09:06:18Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
compound-challenge,0,alert-site_b-379,379,2026-09-03T09:06:19Z,site_b,rules,0.35,0.35,scan_rate,connection/port counters above the benign envelope,,,1,1
